Sample name,lineages,abundances,scheme,tool,Background,expected_abundance,percent_of_expected
0adgio1,Alpha,0.184,Alcov: NWRB,Alcov,NWRB,0.25,73.6
0adgio1-2,Alpha,0.132,Alcov: NWRB,Alcov,NWRB,0.14285714285714288,92.39999999999999
0adgio1o2o3o4o5,Alpha,0.05,Alcov: NWRB,Alcov,NWRB,0.06666666666666667,75.0
0agio1o2,Alpha,0.043000000000000003,Alcov: NWRB,Alcov,NWRB,0.0625,68.80000000000001
0aio1o2o3o4o5,Alpha,0.08800000000000001,Alcov: NWRB,Alcov,NWRB,0.125,70.4
a,Alpha,0.956,Alcov: NWRB,Alcov,NWRB,1.0,95.6
a-2,Alpha,0.962,Alcov: NWRB,Alcov,NWRB,1.0,96.2
adgio1o2o3,Alpha,0.063,Alcov: NWRB,Alcov,NWRB,0.0625,100.8
agio3o4o5,Alpha,0.156,Alcov: NWRB,Alcov,NWRB,0.1875,83.2
0adgio1,Alpha,0.183,Alcov: PWRB,Alcov,PWRB,0.25,73.2
0adgio1-2,Alpha,0.117,Alcov: PWRB,Alcov,PWRB,0.14285714285714288,81.89999999999999
0adgio1o2o3o4o5,Alpha,0.05,Alcov: PWRB,Alcov,PWRB,0.06666666666666667,75.0
0agio1o2,Alpha,0.046,Alcov: PWRB,Alcov,PWRB,0.0625,73.6
0aio1o2o3o4o5,Alpha,0.085,Alcov: PWRB,Alcov,PWRB,0.125,68.0
a,Alpha,0.97,Alcov: PWRB,Alcov,PWRB,1.0,97.0
a-2,Alpha,0.972,Alcov: PWRB,Alcov,PWRB,1.0,97.2
adgio1o2o3,Alpha,0.054,Alcov: PWRB,Alcov,PWRB,0.0625,86.4
agio3o4o5,Alpha,0.126,Alcov: PWRB,Alcov,PWRB,0.1875,67.2
0adgio1,Alpha,0.262,Alcov: WB,Alcov,WB,0.25,104.80000000000001
0adgio1-2,Alpha,0.145,Alcov: WB,Alcov,WB,0.14285714285714288,101.49999999999997
0adgio1o2o3o4o5,Alpha,0.065,Alcov: WB,Alcov,WB,0.06666666666666667,97.50000000000001
0agio1o2,Alpha,0.068,Alcov: WB,Alcov,WB,0.0625,108.80000000000001
0aio1o2o3o4o5,Alpha,0.134,Alcov: WB,Alcov,WB,0.125,107.2
a,Alpha,0.969,Alcov: WB,Alcov,WB,1.0,96.89999999999999
a-2,Alpha,0.965,Alcov: WB,Alcov,WB,1.0,96.5
adgio1o2o3,Alpha,0.08600000000000001,Alcov: WB,Alcov,WB,0.0625,137.60000000000002
agio3o4o5,Alpha,0.163,Alcov: WB,Alcov,WB,0.1875,86.93333333333334
0adgio1,Alpha,0.20071183,Freyja: NWRB,Freyja,NWRB,0.25,80.284732
0adgio1-2,Alpha,0.12801408,Freyja: NWRB,Freyja,NWRB,0.14285714285714288,89.609856
0adgio1o2o3o4o5,Alpha,0.04950114,Freyja: NWRB,Freyja,NWRB,0.06666666666666667,74.25171
0agio1o2,Alpha,0.04277403,Freyja: NWRB,Freyja,NWRB,0.0625,68.438448
0aio1o2o3o4o5,Alpha,0.07890778,Freyja: NWRB,Freyja,NWRB,0.125,63.126224
a,Alpha,0.98876539,Freyja: NWRB,Freyja,NWRB,1.0,98.876539
a-2,Alpha,0.98817773,Freyja: NWRB,Freyja,NWRB,1.0,98.817773
adgio1o2o3,Alpha,0.06257372,Freyja: NWRB,Freyja,NWRB,0.0625,100.117952
agio3o4o5,Alpha,0.15463918,Freyja: NWRB,Freyja,NWRB,0.1875,82.47422933333333
0adgio1,Alpha,0.18431938,Freyja: PWRB,Freyja,PWRB,0.25,73.727752
0adgio1-2,Alpha,0.12332268,Freyja: PWRB,Freyja,PWRB,0.14285714285714288,86.325876
0adgio1o2o3o4o5,Alpha,0.05256908,Freyja: PWRB,Freyja,PWRB,0.06666666666666667,78.85362
0agio1o2,Alpha,0.0457665,Freyja: PWRB,Freyja,PWRB,0.0625,73.2264
0aio1o2o3o4o5,Alpha,0.0838805,Freyja: PWRB,Freyja,PWRB,0.125,67.1044
a,Alpha,0.98915601,Freyja: PWRB,Freyja,PWRB,1.0,98.915601
a-2,Alpha,0.98675235,Freyja: PWRB,Freyja,PWRB,1.0,98.675235
adgio1o2o3,Alpha,0.05179138,Freyja: PWRB,Freyja,PWRB,0.0625,82.866208
agio3o4o5,Alpha,0.12424536,Freyja: PWRB,Freyja,PWRB,0.1875,66.264192
0adgio1,Alpha,0.26696636,Freyja: WB,Freyja,WB,0.25,106.786544
0adgio1-2,Alpha,0.14539712,Freyja: WB,Freyja,WB,0.14285714285714288,101.77798399999998
0adgio1o2o3o4o5,Alpha,0.06574032,Freyja: WB,Freyja,WB,0.06666666666666667,98.61048000000001
0agio1o2,Alpha,0.06598129,Freyja: WB,Freyja,WB,0.0625,105.570064
0aio1o2o3o4o5,Alpha,0.13206304,Freyja: WB,Freyja,WB,0.125,105.650432
a,Alpha,0.98785769,Freyja: WB,Freyja,WB,1.0,98.785769
a-2,Alpha,0.98895272,Freyja: WB,Freyja,WB,1.0,98.895272
adgio1o2o3,Alpha,0.08493186,Freyja: WB,Freyja,WB,0.0625,135.890976
agio3o4o5,Alpha,0.16950286,Freyja: WB,Freyja,WB,0.1875,90.40152533333334
0adgio1,Alpha,0.119,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,47.599999999999994
0adgio1-2,Alpha,0.081,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.14285714285714288,56.699999999999996
0adgio1o2o3o4o5,Alpha,0.036,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.06666666666666667,53.99999999999999
0agio1o2,Alpha,0.032,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.0625,51.2
0aio1o2o3o4o5,Alpha,0.056,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,44.800000000000004
a,Alpha,0.642,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,64.2
a-2,Alpha,0.647,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,64.7
adgio1o2o3,Alpha,0.045,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.0625,72.0
agio3o4o5,Alpha,0.102,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.1875,54.39999999999999
0adgio1,Alpha,0.12,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,48.0
0adgio1-2,Alpha,0.079,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.14285714285714288,55.3
0adgio1o2o3o4o5,Alpha,0.036,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.06666666666666667,53.99999999999999
0agio1o2,Alpha,0.033,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.0625,52.800000000000004
0aio1o2o3o4o5,Alpha,0.056,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,44.800000000000004
a,Alpha,0.636,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,63.6
a-2,Alpha,0.659,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,65.9
adgio1o2o3,Alpha,0.043,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.0625,68.8
agio3o4o5,Alpha,0.095,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.1875,50.66666666666667
0adgio1,Alpha,0.163,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,65.2
0adgio1-2,Alpha,0.087,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.14285714285714288,60.899999999999984
0adgio1o2o3o4o5,Alpha,0.04,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.06666666666666667,60.0
0agio1o2,Alpha,0.042,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.0625,67.2
0aio1o2o3o4o5,Alpha,0.074,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,59.199999999999996
a,Alpha,0.652,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,65.2
a-2,Alpha,0.65,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,65.0
adgio1o2o3,Alpha,0.055,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.0625,88.0
agio3o4o5,Alpha,0.107,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.1875,57.06666666666666
0adgio1,Alpha,0.1064,kallisto: NWRB,kallisto,NWRB,0.25,42.559999999999995
0adgio1-2,Alpha,0.0703,kallisto: NWRB,kallisto,NWRB,0.14285714285714288,49.209999999999994
0adgio1o2o3o4o5,Alpha,0.0295,kallisto: NWRB,kallisto,NWRB,0.06666666666666667,44.25
0agio1o2,Alpha,0.0274,kallisto: NWRB,kallisto,NWRB,0.0625,43.84
0aio1o2o3o4o5,Alpha,0.0466,kallisto: NWRB,kallisto,NWRB,0.125,37.28
a,Alpha,0.6387,kallisto: NWRB,kallisto,NWRB,1.0,63.870000000000005
a-2,Alpha,0.6396999999999999,kallisto: NWRB,kallisto,NWRB,1.0,63.96999999999999
adgio1o2o3,Alpha,0.0337,kallisto: NWRB,kallisto,NWRB,0.0625,53.92
agio3o4o5,Alpha,0.0794,kallisto: NWRB,kallisto,NWRB,0.1875,42.346666666666664
0adgio1,Alpha,0.10729999999999999,kallisto: PWRB,kallisto,PWRB,0.25,42.919999999999995
0adgio1-2,Alpha,0.0736,kallisto: PWRB,kallisto,PWRB,0.14285714285714288,51.51999999999999
0adgio1o2o3o4o5,Alpha,0.0316,kallisto: PWRB,kallisto,PWRB,0.06666666666666667,47.400000000000006
0agio1o2,Alpha,0.0296,kallisto: PWRB,kallisto,PWRB,0.0625,47.36
0aio1o2o3o4o5,Alpha,0.0498,kallisto: PWRB,kallisto,PWRB,0.125,39.839999999999996
a,Alpha,0.6723,kallisto: PWRB,kallisto,PWRB,1.0,67.23
a-2,Alpha,0.6854,kallisto: PWRB,kallisto,PWRB,1.0,68.54
adgio1o2o3,Alpha,0.0328,kallisto: PWRB,kallisto,PWRB,0.0625,52.480000000000004
agio3o4o5,Alpha,0.07200000000000001,kallisto: PWRB,kallisto,PWRB,0.1875,38.400000000000006
0adgio1,Alpha,0.1606,kallisto: WB,kallisto,WB,0.25,64.24
0adgio1-2,Alpha,0.0854,kallisto: WB,kallisto,WB,0.14285714285714288,59.78
0adgio1o2o3o4o5,Alpha,0.0364,kallisto: WB,kallisto,WB,0.06666666666666667,54.6
0agio1o2,Alpha,0.039099999999999996,kallisto: WB,kallisto,WB,0.0625,62.559999999999995
0aio1o2o3o4o5,Alpha,0.0698,kallisto: WB,kallisto,WB,0.125,55.84
a,Alpha,0.6846,kallisto: WB,kallisto,WB,1.0,68.46
a-2,Alpha,0.6902,kallisto: WB,kallisto,WB,1.0,69.02000000000001
adgio1o2o3,Alpha,0.0437,kallisto: WB,kallisto,WB,0.0625,69.92
agio3o4o5,Alpha,0.0911,kallisto: WB,kallisto,WB,0.1875,48.586666666666666
0adgio1,Alpha,0.1949,LCS: NWRB,LCS,NWRB,0.25,77.96
0adgio1-2,Alpha,0.1336,LCS: NWRB,LCS,NWRB,0.14285714285714288,93.51999999999998
0adgio1o2o3o4o5,Alpha,0.0556,LCS: NWRB,LCS,NWRB,0.06666666666666667,83.39999999999999
0agio1o2,Alpha,0.0435,LCS: NWRB,LCS,NWRB,0.0625,69.6
0aio1o2o3o4o5,Alpha,0.0688,LCS: NWRB,LCS,NWRB,0.125,55.04
a,Alpha,0.9774,LCS: NWRB,LCS,NWRB,1.0,97.74000000000001
a-2,Alpha,0.9683,LCS: NWRB,LCS,NWRB,1.0,96.83
adgio1o2o3,Alpha,0.0558,LCS: NWRB,LCS,NWRB,0.0625,89.28
agio3o4o5,Alpha,0.1362,LCS: NWRB,LCS,NWRB,0.1875,72.63999999999999
0adgio1,Alpha,0.1949,LCS: PWRB,LCS,PWRB,0.25,77.96
0adgio1-2,Alpha,0.1336,LCS: PWRB,LCS,PWRB,0.14285714285714288,93.51999999999998
0adgio1o2o3o4o5,Alpha,0.0556,LCS: PWRB,LCS,PWRB,0.06666666666666667,83.39999999999999
0agio1o2,Alpha,0.0435,LCS: PWRB,LCS,PWRB,0.0625,69.6
0aio1o2o3o4o5,Alpha,0.0688,LCS: PWRB,LCS,PWRB,0.125,55.04
a,Alpha,0.9774,LCS: PWRB,LCS,PWRB,1.0,97.74000000000001
a-2,Alpha,0.9683,LCS: PWRB,LCS,PWRB,1.0,96.83
adgio1o2o3,Alpha,0.0558,LCS: PWRB,LCS,PWRB,0.0625,89.28
agio3o4o5,Alpha,0.1362,LCS: PWRB,LCS,PWRB,0.1875,72.63999999999999
0adgio1,Alpha,0.2802,LCS: WB,LCS,WB,0.25,112.08
0adgio1-2,Alpha,0.1388,LCS: WB,LCS,WB,0.14285714285714288,97.16
0adgio1o2o3o4o5,Alpha,0.0666,LCS: WB,LCS,WB,0.06666666666666667,99.9
0agio1o2,Alpha,0.0729,LCS: WB,LCS,WB,0.0625,116.64000000000001
0aio1o2o3o4o5,Alpha,0.1219,LCS: WB,LCS,WB,0.125,97.52
a,Alpha,0.9788,LCS: WB,LCS,WB,1.0,97.88
a-2,Alpha,0.9417,LCS: WB,LCS,WB,1.0,94.17
adgio1o2o3,Alpha,0.0782,LCS: WB,LCS,WB,0.0625,125.12
agio3o4o5,Alpha,0.1835,LCS: WB,LCS,WB,0.1875,97.86666666666667
a,Alpha,0.1779,lineagespot: NWRB,lineagespot,NWRB,1.0,17.79
a-2,Alpha,0.0889,lineagespot: NWRB,lineagespot,NWRB,1.0,8.89
a,Alpha,0.1779,lineagespot: PWRB,lineagespot,PWRB,1.0,17.79
a-2,Alpha,0.4447,lineagespot: PWRB,lineagespot,PWRB,1.0,44.47
a,Alpha,0.2668,lineagespot: WB,lineagespot,WB,1.0,26.68
a-2,Alpha,0.0889,lineagespot: WB,lineagespot,WB,1.0,8.89
adgio1o2o3,Alpha,0.0889,lineagespot: WB,lineagespot,WB,0.0625,142.24
0adgio1,Alpha,0.1765,LolliPop: NWRB,LolliPop,NWRB,0.25,70.6
0adgio1-2,Alpha,0.1274,LolliPop: NWRB,LolliPop,NWRB,0.14285714285714288,89.17999999999999
0adgio1o2o3o4o5,Alpha,0.0484,LolliPop: NWRB,LolliPop,NWRB,0.06666666666666667,72.6
0agio1o2,Alpha,0.0422,LolliPop: NWRB,LolliPop,NWRB,0.0625,67.52
0aio1o2o3o4o5,Alpha,0.0771,LolliPop: NWRB,LolliPop,NWRB,0.125,61.68
a,Alpha,0.8848,LolliPop: NWRB,LolliPop,NWRB,1.0,88.48
a-2,Alpha,0.8748,LolliPop: NWRB,LolliPop,NWRB,1.0,87.48
adgio1o2o3,Alpha,0.0606,LolliPop: NWRB,LolliPop,NWRB,0.0625,96.96000000000001
agio3o4o5,Alpha,0.1356,LolliPop: NWRB,LolliPop,NWRB,0.1875,72.32
0adgio1,Alpha,0.1814,LolliPop: PWRB,LolliPop,PWRB,0.25,72.56
0adgio1-2,Alpha,0.1197,LolliPop: PWRB,LolliPop,PWRB,0.14285714285714288,83.78999999999999
0adgio1o2o3o4o5,Alpha,0.0476,LolliPop: PWRB,LolliPop,PWRB,0.06666666666666667,71.4
0agio1o2,Alpha,0.0477,LolliPop: PWRB,LolliPop,PWRB,0.0625,76.32
0aio1o2o3o4o5,Alpha,0.0802,LolliPop: PWRB,LolliPop,PWRB,0.125,64.16
a,Alpha,0.9034,LolliPop: PWRB,LolliPop,PWRB,1.0,90.34
a-2,Alpha,0.9047,LolliPop: PWRB,LolliPop,PWRB,1.0,90.47
adgio1o2o3,Alpha,0.0541,LolliPop: PWRB,LolliPop,PWRB,0.0625,86.56
agio3o4o5,Alpha,0.115,LolliPop: PWRB,LolliPop,PWRB,0.1875,61.33333333333334
0adgio1,Alpha,0.2551,LolliPop: WB,LolliPop,WB,0.25,102.03999999999999
0adgio1-2,Alpha,0.1437,LolliPop: WB,LolliPop,WB,0.14285714285714288,100.58999999999997
0adgio1o2o3o4o5,Alpha,0.0635,LolliPop: WB,LolliPop,WB,0.06666666666666667,95.25
0agio1o2,Alpha,0.0734,LolliPop: WB,LolliPop,WB,0.0625,117.44000000000001
0aio1o2o3o4o5,Alpha,0.1182,LolliPop: WB,LolliPop,WB,0.125,94.56
a,Alpha,0.901,LolliPop: WB,LolliPop,WB,1.0,90.10000000000001
a-2,Alpha,0.8983,LolliPop: WB,LolliPop,WB,1.0,89.83
adgio1o2o3,Alpha,0.0844,LolliPop: WB,LolliPop,WB,0.0625,135.04
agio3o4o5,Alpha,0.1543,LolliPop: WB,LolliPop,WB,0.1875,82.29333333333332
0adgio1,Alpha,0.218,VaQuERo: NWRB,VaQuERo,NWRB,0.25,87.2
0adgio1-2,Alpha,0.1112,VaQuERo: NWRB,VaQuERo,NWRB,0.14285714285714288,77.83999999999999
0aio1o2o3o4o5,Alpha,0.1421,VaQuERo: NWRB,VaQuERo,NWRB,0.125,113.68
a,Alpha,0.8974,VaQuERo: NWRB,VaQuERo,NWRB,1.0,89.74
a-2,Alpha,0.8984,VaQuERo: NWRB,VaQuERo,NWRB,1.0,89.84
agio3o4o5,Alpha,0.1625,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,86.66666666666667
0adgio1,Alpha,0.1762,VaQuERo: PWRB,VaQuERo,PWRB,0.25,70.48
0adgio1-2,Alpha,0.1044,VaQuERo: PWRB,VaQuERo,PWRB,0.14285714285714288,73.07999999999998
0agio1o2,Alpha,0.0584,VaQuERo: PWRB,VaQuERo,PWRB,0.0625,93.44
0aio1o2o3o4o5,Alpha,0.1047,VaQuERo: PWRB,VaQuERo,PWRB,0.125,83.76
a,Alpha,0.9214,VaQuERo: PWRB,VaQuERo,PWRB,1.0,92.14
a-2,Alpha,0.9198,VaQuERo: PWRB,VaQuERo,PWRB,1.0,91.97999999999999
adgio1o2o3,Alpha,0.0515,VaQuERo: PWRB,VaQuERo,PWRB,0.0625,82.39999999999999
agio3o4o5,Alpha,0.2046,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,109.11999999999999
0adgio1,Alpha,0.2429,VaQuERo: WB,VaQuERo,WB,0.25,97.16
0adgio1-2,Alpha,0.1328,VaQuERo: WB,VaQuERo,WB,0.14285714285714288,92.96
0adgio1o2o3o4o5,Alpha,0.0586,VaQuERo: WB,VaQuERo,WB,0.06666666666666667,87.9
0agio1o2,Alpha,0.0483,VaQuERo: WB,VaQuERo,WB,0.0625,77.28
0aio1o2o3o4o5,Alpha,0.1412,VaQuERo: WB,VaQuERo,WB,0.125,112.96
a,Alpha,0.9179,VaQuERo: WB,VaQuERo,WB,1.0,91.79
a-2,Alpha,0.9151,VaQuERo: WB,VaQuERo,WB,1.0,91.51
adgio1o2o3,Alpha,0.0974,VaQuERo: WB,VaQuERo,WB,0.0625,155.84
agio3o4o5,Alpha,0.1759,VaQuERo: WB,VaQuERo,WB,0.1875,93.81333333333333
0adgio1,BA.1.X,0.05300000000000001,Alcov: NWRB,Alcov,NWRB,0.125,42.40000000000001
0adgio1-2,BA.1.X,0.07900000000000001,Alcov: NWRB,Alcov,NWRB,0.14285714285714288,55.300000000000004
0adgio1o2o3o4o5,BA.1.X,0.04200000000000001,Alcov: NWRB,Alcov,NWRB,0.06666666666666667,63.000000000000014
0agio1o2,BA.1.X,0.14300000000000002,Alcov: NWRB,Alcov,NWRB,0.1875,76.26666666666667
0aio1o2o3o4o5,BA.1.X,0.06000000000000001,Alcov: NWRB,Alcov,NWRB,0.125,48.00000000000001
adgio1o2o3,BA.1.X,0.14500000000000002,Alcov: NWRB,Alcov,NWRB,0.1875,77.33333333333334
o1-2,BA.1.X,0.9550000000000001,Alcov: NWRB,Alcov,NWRB,1.0,95.5
o1o2,BA.1.X,0.23600000000000002,Alcov: NWRB,Alcov,NWRB,0.375,62.933333333333344
o1o2o3o4o5,BA.1.X,0.162,Alcov: NWRB,Alcov,NWRB,0.25,64.8
0adgio1,BA.1.X,0.069,Alcov: PWRB,Alcov,PWRB,0.125,55.2
0adgio1-2,BA.1.X,0.08100000000000002,Alcov: PWRB,Alcov,PWRB,0.14285714285714288,56.7
0adgio1o2o3o4o5,BA.1.X,0.04200000000000001,Alcov: PWRB,Alcov,PWRB,0.06666666666666667,63.000000000000014
0agio1o2,BA.1.X,0.08900000000000002,Alcov: PWRB,Alcov,PWRB,0.1875,47.46666666666668
0aio1o2o3o4o5,BA.1.X,0.04500000000000001,Alcov: PWRB,Alcov,PWRB,0.125,36.00000000000001
adgio1o2o3,BA.1.X,0.134,Alcov: PWRB,Alcov,PWRB,0.1875,71.46666666666667
o1-2,BA.1.X,0.969,Alcov: PWRB,Alcov,PWRB,1.0,96.89999999999999
o1o2,BA.1.X,0.247,Alcov: PWRB,Alcov,PWRB,0.375,65.86666666666666
o1o2o3o4o5,BA.1.X,0.15900000000000003,Alcov: PWRB,Alcov,PWRB,0.25,63.60000000000001
0adgio1,BA.1.X,0.07200000000000001,Alcov: WB,Alcov,WB,0.125,57.60000000000001
0adgio1-2,BA.1.X,0.084,Alcov: WB,Alcov,WB,0.14285714285714288,58.8
0adgio1o2o3o4o5,BA.1.X,0.034,Alcov: WB,Alcov,WB,0.06666666666666667,51.0
0agio1o2,BA.1.X,0.12000000000000002,Alcov: WB,Alcov,WB,0.1875,64.00000000000001
0aio1o2o3o4o5,BA.1.X,0.059000000000000004,Alcov: WB,Alcov,WB,0.125,47.2
adgio1o2o3,BA.1.X,0.135,Alcov: WB,Alcov,WB,0.1875,72.00000000000001
o1-2,BA.1.X,0.961,Alcov: WB,Alcov,WB,1.0,96.1
o1o2,BA.1.X,0.256,Alcov: WB,Alcov,WB,0.375,68.26666666666667
o1o2o3o4o5,BA.1.X,0.15000000000000002,Alcov: WB,Alcov,WB,0.25,60.00000000000001
0adgio1,BA.1.X,0.03257315,Freyja: NWRB,Freyja,NWRB,0.125,26.05852
0adgio1-2,BA.1.X,0.035276159999999994,Freyja: NWRB,Freyja,NWRB,0.14285714285714288,24.69331199999999
0adgio1o2o3o4o5,BA.1.X,0.01974319,Freyja: NWRB,Freyja,NWRB,0.06666666666666667,29.614784999999998
0agio1o2,BA.1.X,0.09597587,Freyja: NWRB,Freyja,NWRB,0.1875,51.18713066666667
0aio1o2o3o4o5,BA.1.X,0.05509097,Freyja: NWRB,Freyja,NWRB,0.125,44.072776000000005
adgio1o2o3,BA.1.X,0.09152608000000002,Freyja: NWRB,Freyja,NWRB,0.1875,48.81390933333334
o1-2,BA.1.X,0.98128302,Freyja: NWRB,Freyja,NWRB,1.0,98.128302
o1o2,BA.1.X,0.16154816,Freyja: NWRB,Freyja,NWRB,0.375,43.079509333333334
o1o2o3o4o5,BA.1.X,0.16103434,Freyja: NWRB,Freyja,NWRB,0.25,64.413736
0adgio1,BA.1.X,0.058866619999999995,Freyja: PWRB,Freyja,PWRB,0.125,47.093295999999995
0adgio1-2,BA.1.X,0.06442779,Freyja: PWRB,Freyja,PWRB,0.14285714285714288,45.099453
0adgio1o2o3o4o5,BA.1.X,0.0196369,Freyja: PWRB,Freyja,PWRB,0.06666666666666667,29.455349999999996
0agio1o2,BA.1.X,0.07976726,Freyja: PWRB,Freyja,PWRB,0.1875,42.542538666666665
0aio1o2o3o4o5,BA.1.X,0.03219425,Freyja: PWRB,Freyja,PWRB,0.125,25.7554
adgio1o2o3,BA.1.X,0.09474550000000001,Freyja: PWRB,Freyja,PWRB,0.1875,50.53093333333334
o1-2,BA.1.X,0.98225133,Freyja: PWRB,Freyja,PWRB,1.0,98.225133
o1o2,BA.1.X,0.21785495000000002,Freyja: PWRB,Freyja,PWRB,0.375,58.09465333333333
o1o2o3o4o5,BA.1.X,0.13900795999999996,Freyja: PWRB,Freyja,PWRB,0.25,55.603183999999985
0adgio1,BA.1.X,0.05772429,Freyja: WB,Freyja,WB,0.125,46.179432
0adgio1-2,BA.1.X,0.06092162,Freyja: WB,Freyja,WB,0.14285714285714288,42.645134
0adgio1o2o3o4o5,BA.1.X,0.01758299,Freyja: WB,Freyja,WB,0.06666666666666667,26.374484999999996
0agio1o2,BA.1.X,0.07464283,Freyja: WB,Freyja,WB,0.1875,39.80950933333333
0aio1o2o3o4o5,BA.1.X,0.04082554,Freyja: WB,Freyja,WB,0.125,32.660432
adgio1o2o3,BA.1.X,0.09521278,Freyja: WB,Freyja,WB,0.1875,50.780149333333334
o1-2,BA.1.X,0.9805727399999999,Freyja: WB,Freyja,WB,1.0,98.05727399999999
o1o2,BA.1.X,0.22037727999999998,Freyja: WB,Freyja,WB,0.375,58.76727466666666
o1o2o3o4o5,BA.1.X,0.13195141999999999,Freyja: WB,Freyja,WB,0.25,52.780567999999995
0adgio1,BA.1.X,0.068,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,54.400000000000006
0adgio1-2,BA.1.X,0.09,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.14285714285714288,62.999999999999986
0adgio1o2o3o4o5,BA.1.X,0.056,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.06666666666666667,84.00000000000001
0agio1o2,BA.1.X,0.148,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.1875,78.93333333333334
0aio1o2o3o4o5,BA.1.X,0.079,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,63.2
adgio1o2o3,BA.1.X,0.166,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.1875,88.53333333333335
o1-2,BA.1.X,0.916,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,91.60000000000001
o1o2,BA.1.X,0.217,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.375,57.86666666666667
o1o2o3o4o5,BA.1.X,0.157,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,62.8
0adgio1,BA.1.X,0.092,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,73.6
0adgio1-2,BA.1.X,0.096,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.14285714285714288,67.19999999999999
0adgio1o2o3o4o5,BA.1.X,0.051,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.06666666666666667,76.5
0agio1o2,BA.1.X,0.127,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.1875,67.73333333333333
0aio1o2o3o4o5,BA.1.X,0.074,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,59.199999999999996
adgio1o2o3,BA.1.X,0.159,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.1875,84.8
o1-2,BA.1.X,0.926,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,92.60000000000001
o1o2,BA.1.X,0.214,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.375,57.06666666666666
o1o2o3o4o5,BA.1.X,0.146,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,58.4
0adgio1,BA.1.X,0.077,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,61.6
0adgio1-2,BA.1.X,0.082,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.14285714285714288,57.4
0adgio1o2o3o4o5,BA.1.X,0.047,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.06666666666666667,70.5
0agio1o2,BA.1.X,0.124,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.1875,66.13333333333333
0aio1o2o3o4o5,BA.1.X,0.071,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,56.8
adgio1o2o3,BA.1.X,0.148,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.1875,78.93333333333334
o1-2,BA.1.X,0.897,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,89.7
