Sample name,lineages,abundances,scheme,tool,Background,expected_abundance,percent_of_expected
d,Delta,0.572,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,57.199999999999996
d-2,Delta,0.575,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,57.49999999999999
0adgio1,Delta,0.2276,kallisto: NWRB,kallisto,NWRB,0.1875,121.38666666666667
0adgio1-2,Delta,0.20029999999999992,kallisto: NWRB,kallisto,NWRB,0.14285714285714288,140.20999999999992
0adgio1o2o3o4o5,Delta,0.12079999999999998,kallisto: NWRB,kallisto,NWRB,0.06666666666666667,181.19999999999996
adgio1o2o3,Delta,0.21489999999999995,kallisto: NWRB,kallisto,NWRB,0.1875,114.6133333333333
d,Delta,0.7103,kallisto: NWRB,kallisto,NWRB,1.0,71.03
d-2,Delta,0.7137,kallisto: NWRB,kallisto,NWRB,1.0,71.37
0adgio1,Delta,0.21270000000000003,kallisto: PWRB,kallisto,PWRB,0.1875,113.44000000000001
0adgio1-2,Delta,0.18480000000000008,kallisto: PWRB,kallisto,PWRB,0.14285714285714288,129.36000000000004
0adgio1o2o3o4o5,Delta,0.10859999999999996,kallisto: PWRB,kallisto,PWRB,0.06666666666666667,162.89999999999992
adgio1o2o3,Delta,0.19320000000000012,kallisto: PWRB,kallisto,PWRB,0.1875,103.04000000000006
d,Delta,0.7534999999999998,kallisto: PWRB,kallisto,PWRB,1.0,75.34999999999998
d-2,Delta,0.7623999999999997,kallisto: PWRB,kallisto,PWRB,1.0,76.23999999999998
0adgio1,Delta,0.1725,kallisto: WB,kallisto,WB,0.1875,92.0
0adgio1-2,Delta,0.15899999999999997,kallisto: WB,kallisto,WB,0.14285714285714288,111.29999999999998
0adgio1o2o3o4o5,Delta,0.09679999999999997,kallisto: WB,kallisto,WB,0.06666666666666667,145.19999999999996
adgio1o2o3,Delta,0.1653,kallisto: WB,kallisto,WB,0.1875,88.16000000000001
d,Delta,0.7546999999999997,kallisto: WB,kallisto,WB,1.0,75.46999999999997
d-2,Delta,0.7583999999999996,kallisto: WB,kallisto,WB,1.0,75.83999999999996
0adgio1,Delta,0.1085,LCS: NWRB,LCS,NWRB,0.1875,57.86666666666667
0adgio1-2,Delta,0.0824,LCS: NWRB,LCS,NWRB,0.14285714285714288,57.68
0adgio1o2o3o4o5,Delta,0.0308,LCS: NWRB,LCS,NWRB,0.06666666666666667,46.2
adgio1o2o3,Delta,0.0677,LCS: NWRB,LCS,NWRB,0.1875,36.10666666666666
d,Delta,0.5893,LCS: NWRB,LCS,NWRB,1.0,58.93000000000001
d-2,Delta,0.6818,LCS: NWRB,LCS,NWRB,1.0,68.17999999999999
0adgio1,Delta,0.1085,LCS: PWRB,LCS,PWRB,0.1875,57.86666666666667
0adgio1-2,Delta,0.0824,LCS: PWRB,LCS,PWRB,0.14285714285714288,57.68
0adgio1o2o3o4o5,Delta,0.0308,LCS: PWRB,LCS,PWRB,0.06666666666666667,46.2
adgio1o2o3,Delta,0.0677,LCS: PWRB,LCS,PWRB,0.1875,36.10666666666666
d,Delta,0.5893,LCS: PWRB,LCS,PWRB,1.0,58.93000000000001
d-2,Delta,0.6818,LCS: PWRB,LCS,PWRB,1.0,68.17999999999999
0adgio1,Delta,0.0569,LCS: WB,LCS,WB,0.1875,30.346666666666668
0adgio1-2,Delta,0.0254,LCS: WB,LCS,WB,0.14285714285714288,17.779999999999994
0adgio1o2o3o4o5,Delta,0.0207,LCS: WB,LCS,WB,0.06666666666666667,31.05
adgio1o2o3,Delta,0.0545,LCS: WB,LCS,WB,0.1875,29.06666666666667
d,Delta,0.4561,LCS: WB,LCS,WB,1.0,45.61
d-2,Delta,0.6672,LCS: WB,LCS,WB,1.0,66.72
d,Delta,0.1789,lineagespot: NWRB,lineagespot,NWRB,1.0,17.89
d-2,Delta,0.0345,lineagespot: NWRB,lineagespot,NWRB,1.0,3.45
d,Delta,0.3579,lineagespot: PWRB,lineagespot,PWRB,1.0,35.79
0adgio1o2o3o4o5,Delta,0.0968,lineagespot: WB,lineagespot,WB,0.06666666666666667,145.2
d,Delta,0.0345,lineagespot: WB,lineagespot,WB,1.0,3.45
d-2,Delta,0.1789,lineagespot: WB,lineagespot,WB,1.0,17.89
0adgio1,Delta,0.182,LolliPop: NWRB,LolliPop,NWRB,0.1875,97.06666666666666
0adgio1-2,Delta,0.123,LolliPop: NWRB,LolliPop,NWRB,0.14285714285714288,86.1
0adgio1o2o3o4o5,Delta,0.0488,LolliPop: NWRB,LolliPop,NWRB,0.06666666666666667,73.2
adgio1o2o3,Delta,0.1766,LolliPop: NWRB,LolliPop,NWRB,0.1875,94.18666666666667
d,Delta,0.9059999999999999,LolliPop: NWRB,LolliPop,NWRB,1.0,90.6
d-2,Delta,0.9086000000000001,LolliPop: NWRB,LolliPop,NWRB,1.0,90.86000000000001
0adgio1,Delta,0.1631,LolliPop: PWRB,LolliPop,PWRB,0.1875,86.98666666666666
0adgio1-2,Delta,0.1247,LolliPop: PWRB,LolliPop,PWRB,0.14285714285714288,87.28999999999999
0adgio1o2o3o4o5,Delta,0.055999999999999994,LolliPop: PWRB,LolliPop,PWRB,0.06666666666666667,84.0
adgio1o2o3,Delta,0.178,LolliPop: PWRB,LolliPop,PWRB,0.1875,94.93333333333332
d,Delta,0.9149,LolliPop: PWRB,LolliPop,PWRB,1.0,91.49000000000001
d-2,Delta,0.905,LolliPop: PWRB,LolliPop,PWRB,1.0,90.5
0adgio1,Delta,0.1227,LolliPop: WB,LolliPop,WB,0.1875,65.44
0adgio1-2,Delta,0.0858,LolliPop: WB,LolliPop,WB,0.14285714285714288,60.05999999999999
0adgio1o2o3o4o5,Delta,0.0344,LolliPop: WB,LolliPop,WB,0.06666666666666667,51.6
adgio1o2o3,Delta,0.13,LolliPop: WB,LolliPop,WB,0.1875,69.33333333333334
d,Delta,0.9291,LolliPop: WB,LolliPop,WB,1.0,92.91
d-2,Delta,0.9064000000000001,LolliPop: WB,LolliPop,WB,1.0,90.64000000000001
0adgio1,Delta,0.2129,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,113.54666666666667
0adgio1-2,Delta,0.1125,VaQuERo: NWRB,VaQuERo,NWRB,0.14285714285714288,78.74999999999999
0adgio1o2o3o4o5,Delta,0.1096,VaQuERo: NWRB,VaQuERo,NWRB,0.06666666666666667,164.4
adgio1o2o3,Delta,0.2204,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,117.54666666666667
d,Delta,0.8793,VaQuERo: NWRB,VaQuERo,NWRB,1.0,87.92999999999999
d-2,Delta,0.8757,VaQuERo: NWRB,VaQuERo,NWRB,1.0,87.57000000000001
0adgio1,Delta,0.1766,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,94.18666666666667
0adgio1-2,Delta,0.1328,VaQuERo: PWRB,VaQuERo,PWRB,0.14285714285714288,92.96
0adgio1o2o3o4o5,Delta,0.0656,VaQuERo: PWRB,VaQuERo,PWRB,0.06666666666666667,98.4
adgio1o2o3,Delta,0.1987,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,105.97333333333331
d,Delta,0.9016,VaQuERo: PWRB,VaQuERo,PWRB,1.0,90.16
d-2,Delta,0.9039,VaQuERo: PWRB,VaQuERo,PWRB,1.0,90.39
0adgio1,Delta,0.1001,VaQuERo: WB,VaQuERo,WB,0.1875,53.38666666666666
0adgio1-2,Delta,0.0768,VaQuERo: WB,VaQuERo,WB,0.14285714285714288,53.759999999999984
0adgio1o2o3o4o5,Delta,0.1046,VaQuERo: WB,VaQuERo,WB,0.06666666666666667,156.9
adgio1o2o3,Delta,0.1642,VaQuERo: WB,VaQuERo,WB,0.1875,87.57333333333334
d,Delta,0.9007,VaQuERo: WB,VaQuERo,WB,1.0,90.07
d-2,Delta,0.9002,VaQuERo: WB,VaQuERo,WB,1.0,90.02
0adgio1,Gamma,0.029,Alcov: NWRB,Alcov,NWRB,0.0625,46.400000000000006
0adgio1-2,Gamma,0.101,Alcov: NWRB,Alcov,NWRB,0.14285714285714288,70.7
0adgio1o2o3o4o5,Gamma,0.04000000000000001,Alcov: NWRB,Alcov,NWRB,0.06666666666666667,60.00000000000001
0agio1o2,Gamma,0.129,Alcov: NWRB,Alcov,NWRB,0.1875,68.80000000000001
adgio1o2o3,Gamma,0.035,Alcov: NWRB,Alcov,NWRB,0.0625,56.00000000000001
agio3o4o5,Gamma,0.08000000000000002,Alcov: NWRB,Alcov,NWRB,0.125,64.00000000000001
g,Gamma,0.965,Alcov: NWRB,Alcov,NWRB,1.0,96.5
g-2,Gamma,0.959,Alcov: NWRB,Alcov,NWRB,1.0,95.89999999999999
0adgio1,Gamma,0.030000000000000002,Alcov: PWRB,Alcov,PWRB,0.0625,48.00000000000001
0adgio1-2,Gamma,0.081,Alcov: PWRB,Alcov,PWRB,0.14285714285714288,56.699999999999996
0adgio1o2o3o4o5,Gamma,0.034,Alcov: PWRB,Alcov,PWRB,0.06666666666666667,51.0
0agio1o2,Gamma,0.10000000000000002,Alcov: PWRB,Alcov,PWRB,0.1875,53.33333333333334
adgio1o2o3,Gamma,0.038000000000000006,Alcov: PWRB,Alcov,PWRB,0.0625,60.80000000000001
agio3o4o5,Gamma,0.063,Alcov: PWRB,Alcov,PWRB,0.125,50.4
g,Gamma,0.973,Alcov: PWRB,Alcov,PWRB,1.0,97.3
g-2,Gamma,0.973,Alcov: PWRB,Alcov,PWRB,1.0,97.3
0adgio1,Gamma,0.047,Alcov: WB,Alcov,WB,0.0625,75.2
0adgio1-2,Gamma,0.10400000000000001,Alcov: WB,Alcov,WB,0.14285714285714288,72.8
0adgio1o2o3o4o5,Gamma,0.044,Alcov: WB,Alcov,WB,0.06666666666666667,65.99999999999999
0agio1o2,Gamma,0.15500000000000003,Alcov: WB,Alcov,WB,0.1875,82.66666666666667
adgio1o2o3,Gamma,0.056999999999999995,Alcov: WB,Alcov,WB,0.0625,91.19999999999999
agio3o4o5,Gamma,0.08,Alcov: WB,Alcov,WB,0.125,64.0
g,Gamma,0.9700000000000001,Alcov: WB,Alcov,WB,1.0,97.00000000000001
g-2,Gamma,0.9690000000000001,Alcov: WB,Alcov,WB,1.0,96.9
0adgio1,Gamma,0.02846437,Freyja: NWRB,Freyja,NWRB,0.0625,45.542992
0adgio1-2,Gamma,0.10381894,Freyja: NWRB,Freyja,NWRB,0.14285714285714288,72.67325799999999
0adgio1o2o3o4o5,Gamma,0.039374349999999995,Freyja: NWRB,Freyja,NWRB,0.06666666666666667,59.06152499999999
0agio1o2,Gamma,0.1386532,Freyja: NWRB,Freyja,NWRB,0.1875,73.94837333333334
adgio1o2o3,Gamma,0.03520374,Freyja: NWRB,Freyja,NWRB,0.0625,56.325984
agio3o4o5,Gamma,0.07834562,Freyja: NWRB,Freyja,NWRB,0.125,62.676496
g,Gamma,0.9894360499999999,Freyja: NWRB,Freyja,NWRB,1.0,98.94360499999999
g-2,Gamma,0.9913128299999999,Freyja: NWRB,Freyja,NWRB,1.0,99.131283
0adgio1,Gamma,0.03350208,Freyja: PWRB,Freyja,PWRB,0.0625,53.603328
0adgio1-2,Gamma,0.08655795,Freyja: PWRB,Freyja,PWRB,0.14285714285714288,60.590564999999984
0adgio1o2o3o4o5,Gamma,0.03560762,Freyja: PWRB,Freyja,PWRB,0.06666666666666667,53.41143
0agio1o2,Gamma,0.10684442,Freyja: PWRB,Freyja,PWRB,0.1875,56.98369066666666
adgio1o2o3,Gamma,0.03485608,Freyja: PWRB,Freyja,PWRB,0.0625,55.76972799999999
agio3o4o5,Gamma,0.06310761,Freyja: PWRB,Freyja,PWRB,0.125,50.486087999999995
g,Gamma,0.99074617,Freyja: PWRB,Freyja,PWRB,1.0,99.074617
g-2,Gamma,0.99439467,Freyja: PWRB,Freyja,PWRB,1.0,99.43946700000001
0adgio1,Gamma,0.050856769999999996,Freyja: WB,Freyja,WB,0.0625,81.370832
0adgio1-2,Gamma,0.11320975999999999,Freyja: WB,Freyja,WB,0.14285714285714288,79.24683199999998
0adgio1o2o3o4o5,Gamma,0.04716771,Freyja: WB,Freyja,WB,0.06666666666666667,70.751565
0agio1o2,Gamma,0.17043694,Freyja: WB,Freyja,WB,0.1875,90.89970133333334
adgio1o2o3,Gamma,0.06395504,Freyja: WB,Freyja,WB,0.0625,102.32806400000001
agio3o4o5,Gamma,0.08856339999999999,Freyja: WB,Freyja,WB,0.125,70.85072
g,Gamma,0.9921838599999999,Freyja: WB,Freyja,WB,1.0,99.218386
g-2,Gamma,0.99123966,Freyja: WB,Freyja,WB,1.0,99.123966
0adgio1,Gamma,0.022,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.0625,35.199999999999996
0adgio1-2,Gamma,0.067,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.14285714285714288,46.9
0adgio1o2o3o4o5,Gamma,0.03,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.06666666666666667,45.0
0agio1o2,Gamma,0.097,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.1875,51.733333333333334
adgio1o2o3,Gamma,0.028,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.0625,44.800000000000004
agio3o4o5,Gamma,0.074,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,59.199999999999996
g,Gamma,0.811,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,81.10000000000001
g-2,Gamma,0.822,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,82.19999999999999
0adgio1,Gamma,0.025,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.0625,40.0
0adgio1-2,Gamma,0.066,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.14285714285714288,46.199999999999996
0adgio1o2o3o4o5,Gamma,0.027,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.06666666666666667,40.5
0agio1o2,Gamma,0.078,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.1875,41.6
adgio1o2o3,Gamma,0.026,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.0625,41.6
agio3o4o5,Gamma,0.06,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,48.0
g,Gamma,0.846,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,84.6
g-2,Gamma,0.829,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,82.89999999999999
0adgio1,Gamma,0.037,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.0625,59.199999999999996
0adgio1-2,Gamma,0.08,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.14285714285714288,55.99999999999999
0adgio1o2o3o4o5,Gamma,0.033,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.06666666666666667,49.50000000000001
0agio1o2,Gamma,0.11,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.1875,58.666666666666664
adgio1o2o3,Gamma,0.048,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.0625,76.8
agio3o4o5,Gamma,0.074,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,59.199999999999996
g,Gamma,0.811,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,81.10000000000001
g-2,Gamma,0.813,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,81.3
0adgio1,Gamma,0.033299999999999996,kallisto: NWRB,kallisto,NWRB,0.0625,53.279999999999994
0adgio1-2,Gamma,0.0791,kallisto: NWRB,kallisto,NWRB,0.14285714285714288,55.37
0adgio1o2o3o4o5,Gamma,0.0335,kallisto: NWRB,kallisto,NWRB,0.06666666666666667,50.25000000000001
0agio1o2,Gamma,0.1005,kallisto: NWRB,kallisto,NWRB,0.1875,53.6
adgio1o2o3,Gamma,0.0297,kallisto: NWRB,kallisto,NWRB,0.0625,47.52
agio3o4o5,Gamma,0.0606,kallisto: NWRB,kallisto,NWRB,0.125,48.480000000000004
g,Gamma,0.7181,kallisto: NWRB,kallisto,NWRB,1.0,71.81
g-2,Gamma,0.7124999999999999,kallisto: NWRB,kallisto,NWRB,1.0,71.24999999999999
0adgio1,Gamma,0.0361,kallisto: PWRB,kallisto,PWRB,0.0625,57.76
0adgio1-2,Gamma,0.0815,kallisto: PWRB,kallisto,PWRB,0.14285714285714288,57.04999999999999
0adgio1o2o3o4o5,Gamma,0.0318,kallisto: PWRB,kallisto,PWRB,0.06666666666666667,47.7
0agio1o2,Gamma,0.0881,kallisto: PWRB,kallisto,PWRB,0.1875,46.986666666666665
adgio1o2o3,Gamma,0.0316,kallisto: PWRB,kallisto,PWRB,0.0625,50.56
agio3o4o5,Gamma,0.048799999999999996,kallisto: PWRB,kallisto,PWRB,0.125,39.04
g,Gamma,0.762,kallisto: PWRB,kallisto,PWRB,1.0,76.2
g-2,Gamma,0.7755,kallisto: PWRB,kallisto,PWRB,1.0,77.55
0adgio1,Gamma,0.0455,kallisto: WB,kallisto,WB,0.0625,72.8
0adgio1-2,Gamma,0.0925,kallisto: WB,kallisto,WB,0.14285714285714288,64.74999999999999
0adgio1o2o3o4o5,Gamma,0.0375,kallisto: WB,kallisto,WB,0.06666666666666667,56.25
0agio1o2,Gamma,0.1208,kallisto: WB,kallisto,WB,0.1875,64.42666666666666
adgio1o2o3,Gamma,0.0441,kallisto: WB,kallisto,WB,0.0625,70.56
agio3o4o5,Gamma,0.0601,kallisto: WB,kallisto,WB,0.125,48.08
g,Gamma,0.7418,kallisto: WB,kallisto,WB,1.0,74.18
g-2,Gamma,0.7451,kallisto: WB,kallisto,WB,1.0,74.51
0adgio1,Gamma,0.0298,LCS: NWRB,LCS,NWRB,0.0625,47.68
0adgio1-2,Gamma,0.0812,LCS: NWRB,LCS,NWRB,0.14285714285714288,56.83999999999999
0adgio1o2o3o4o5,Gamma,0.0182,LCS: NWRB,LCS,NWRB,0.06666666666666667,27.3
0agio1o2,Gamma,0.1101,LCS: NWRB,LCS,NWRB,0.1875,58.720000000000006
adgio1o2o3,Gamma,0.0199,LCS: NWRB,LCS,NWRB,0.0625,31.840000000000003
agio3o4o5,Gamma,0.0538,LCS: NWRB,LCS,NWRB,0.125,43.04
g,Gamma,0.9842,LCS: NWRB,LCS,NWRB,1.0,98.42
g-2,Gamma,0.9791,LCS: NWRB,LCS,NWRB,1.0,97.91
0adgio1,Gamma,0.0298,LCS: PWRB,LCS,PWRB,0.0625,47.68
0adgio1-2,Gamma,0.0812,LCS: PWRB,LCS,PWRB,0.14285714285714288,56.83999999999999
0adgio1o2o3o4o5,Gamma,0.0182,LCS: PWRB,LCS,PWRB,0.06666666666666667,27.3
0agio1o2,Gamma,0.1101,LCS: PWRB,LCS,PWRB,0.1875,58.720000000000006
adgio1o2o3,Gamma,0.0199,LCS: PWRB,LCS,PWRB,0.0625,31.840000000000003
agio3o4o5,Gamma,0.0538,LCS: PWRB,LCS,PWRB,0.125,43.04
g,Gamma,0.9842,LCS: PWRB,LCS,PWRB,1.0,98.42
g-2,Gamma,0.9791,LCS: PWRB,LCS,PWRB,1.0,97.91
0adgio1,Gamma,0.0354,LCS: WB,LCS,WB,0.0625,56.64
0adgio1-2,Gamma,0.1188,LCS: WB,LCS,WB,0.14285714285714288,83.16
0adgio1o2o3o4o5,Gamma,0.0333,LCS: WB,LCS,WB,0.06666666666666667,49.95
0agio1o2,Gamma,0.1712,LCS: WB,LCS,WB,0.1875,91.30666666666666
adgio1o2o3,Gamma,0.0437,LCS: WB,LCS,WB,0.0625,69.92
agio3o4o5,Gamma,0.0779,LCS: WB,LCS,WB,0.125,62.32
g,Gamma,0.9754,LCS: WB,LCS,WB,1.0,97.54
g-2,Gamma,0.9667,LCS: WB,LCS,WB,1.0,96.67
g-2,Gamma,0.1346,lineagespot: NWRB,lineagespot,NWRB,1.0,13.459999999999999
g,Gamma,0.1346,lineagespot: PWRB,lineagespot,PWRB,1.0,13.459999999999999
g-2,Gamma,0.40369999999999995,lineagespot: PWRB,lineagespot,PWRB,1.0,40.37
g,Gamma,0.5383,lineagespot: WB,lineagespot,WB,1.0,53.83
0adgio1,Gamma,0.0326,LolliPop: NWRB,LolliPop,NWRB,0.0625,52.16
0adgio1-2,Gamma,0.0983,LolliPop: NWRB,LolliPop,NWRB,0.14285714285714288,68.80999999999999
0adgio1o2o3o4o5,Gamma,0.0416,LolliPop: NWRB,LolliPop,NWRB,0.06666666666666667,62.4
0agio1o2,Gamma,0.1286,LolliPop: NWRB,LolliPop,NWRB,0.1875,68.58666666666666
adgio1o2o3,Gamma,0.0386,LolliPop: NWRB,LolliPop,NWRB,0.0625,61.760000000000005
agio3o4o5,Gamma,0.0779,LolliPop: NWRB,LolliPop,NWRB,0.125,62.32
g,Gamma,0.9112,LolliPop: NWRB,LolliPop,NWRB,1.0,91.12
g-2,Gamma,0.9156,LolliPop: NWRB,LolliPop,NWRB,1.0,91.56
0adgio1,Gamma,0.0368,LolliPop: PWRB,LolliPop,PWRB,0.0625,58.879999999999995
0adgio1-2,Gamma,0.0947,LolliPop: PWRB,LolliPop,PWRB,0.14285714285714288,66.28999999999999
0adgio1o2o3o4o5,Gamma,0.0366,LolliPop: PWRB,LolliPop,PWRB,0.06666666666666667,54.900000000000006
0agio1o2,Gamma,0.1026,LolliPop: PWRB,LolliPop,PWRB,0.1875,54.72
adgio1o2o3,Gamma,0.0334,LolliPop: PWRB,LolliPop,PWRB,0.0625,53.44
agio3o4o5,Gamma,0.0609,LolliPop: PWRB,LolliPop,PWRB,0.125,48.72
g,Gamma,0.9311,LolliPop: PWRB,LolliPop,PWRB,1.0,93.11
g-2,Gamma,0.9342,LolliPop: PWRB,LolliPop,PWRB,1.0,93.42
0adgio1,Gamma,0.0519,LolliPop: WB,LolliPop,WB,0.0625,83.04
0adgio1-2,Gamma,0.1078,LolliPop: WB,LolliPop,WB,0.14285714285714288,75.46
0adgio1o2o3o4o5,Gamma,0.0479,LolliPop: WB,LolliPop,WB,0.06666666666666667,71.85000000000001
0agio1o2,Gamma,0.156,LolliPop: WB,LolliPop,WB,0.1875,83.2
adgio1o2o3,Gamma,0.0617,LolliPop: WB,LolliPop,WB,0.0625,98.72
agio3o4o5,Gamma,0.0817,LolliPop: WB,LolliPop,WB,0.125,65.36
g,Gamma,0.9337,LolliPop: WB,LolliPop,WB,1.0,93.37
g-2,Gamma,0.9316,LolliPop: WB,LolliPop,WB,1.0,93.16
0adgio1-2,Gamma,0.0861,VaQuERo: NWRB,VaQuERo,NWRB,0.14285714285714288,60.26999999999999
0agio1o2,Gamma,0.1298,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,69.22666666666667
g,Gamma,0.8919,VaQuERo: NWRB,VaQuERo,NWRB,1.0,89.19
g-2,Gamma,0.8962,VaQuERo: NWRB,VaQuERo,NWRB,1.0,89.62
0adgio1-2,Gamma,0.088,VaQuERo: PWRB,VaQuERo,PWRB,0.14285714285714288,61.59999999999999
0agio1o2,Gamma,0.1224,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,65.27999999999999
g,Gamma,0.9139,VaQuERo: PWRB,VaQuERo,PWRB,1.0,91.39
g-2,Gamma,0.9198,VaQuERo: PWRB,VaQuERo,PWRB,1.0,91.97999999999999
0adgio1-2,Gamma,0.0896,VaQuERo: WB,VaQuERo,WB,0.14285714285714288,62.719999999999985
0agio1o2,Gamma,0.1535,VaQuERo: WB,VaQuERo,WB,0.1875,81.86666666666666
agio3o4o5,Gamma,0.0603,VaQuERo: WB,VaQuERo,WB,0.125,48.24
g,Gamma,0.9149,VaQuERo: WB,VaQuERo,WB,1.0,91.49000000000001
g-2,Gamma,0.9125,VaQuERo: WB,VaQuERo,WB,1.0,91.25
0adgio1,Iota,0.178,Alcov: NWRB,Alcov,NWRB,0.125,142.4
0adgio1-2,Iota,0.124,Alcov: NWRB,Alcov,NWRB,0.14285714285714288,86.79999999999998
0adgio1o2o3o4o5,Iota,0.049,Alcov: NWRB,Alcov,NWRB,0.06666666666666667,73.5
0agio1o2,Iota,0.146,Alcov: NWRB,Alcov,NWRB,0.125,116.8
0aio1o2o3o4o5,Iota,0.12,Alcov: NWRB,Alcov,NWRB,0.125,96.0
adgio1o2o3,Iota,0.047,Alcov: NWRB,Alcov,NWRB,0.0625,75.2
agio3o4o5,Iota,0.17,Alcov: NWRB,Alcov,NWRB,0.1875,90.66666666666667
i,Iota,0.959,Alcov: NWRB,Alcov,NWRB,1.0,95.89999999999999
i-2,Iota,0.954,Alcov: NWRB,Alcov,NWRB,1.0,95.39999999999999
0adgio1,Iota,0.207,Alcov: PWRB,Alcov,PWRB,0.125,165.6
0adgio1-2,Iota,0.168,Alcov: PWRB,Alcov,PWRB,0.14285714285714288,117.6
0adgio1o2o3o4o5,Iota,0.076,Alcov: PWRB,Alcov,PWRB,0.06666666666666667,113.99999999999999
0agio1o2,Iota,0.182,Alcov: PWRB,Alcov,PWRB,0.125,145.6
0aio1o2o3o4o5,Iota,0.138,Alcov: PWRB,Alcov,PWRB,0.125,110.4
adgio1o2o3,Iota,0.079,Alcov: PWRB,Alcov,PWRB,0.0625,126.4
agio3o4o5,Iota,0.218,Alcov: PWRB,Alcov,PWRB,0.1875,116.26666666666668
i,Iota,0.946,Alcov: PWRB,Alcov,PWRB,1.0,94.6
i-2,Iota,0.968,Alcov: PWRB,Alcov,PWRB,1.0,96.8
0adgio1,Iota,0.085,Alcov: WB,Alcov,WB,0.125,68.0
0adgio1-2,Iota,0.099,Alcov: WB,Alcov,WB,0.14285714285714288,69.3
0adgio1o2o3o4o5,Iota,0.044,Alcov: WB,Alcov,WB,0.06666666666666667,65.99999999999999
0agio1o2,Iota,0.116,Alcov: WB,Alcov,WB,0.125,92.80000000000001
0aio1o2o3o4o5,Iota,0.09,Alcov: WB,Alcov,WB,0.125,72.0
adgio1o2o3,Iota,0.048,Alcov: WB,Alcov,WB,0.0625,76.8
agio3o4o5,Iota,0.115,Alcov: WB,Alcov,WB,0.1875,61.33333333333334
i,Iota,0.968,Alcov: WB,Alcov,WB,1.0,96.8
i-2,Iota,0.962,Alcov: WB,Alcov,WB,1.0,96.2
0adgio1,Iota,0.180312,Freyja: NWRB,Freyja,NWRB,0.125,144.2496
0adgio1-2,Iota,0.17201778,Freyja: NWRB,Freyja,NWRB,0.14285714285714288,120.41244599999999
0adgio1o2o3o4o5,Iota,0.05505277,Freyja: NWRB,Freyja,NWRB,0.06666666666666667,82.579155
0agio1o2,Iota,0.15406439,Freyja: NWRB,Freyja,NWRB,0.125,123.25151199999999
0aio1o2o3o4o5,Iota,0.120757,Freyja: NWRB,Freyja,NWRB,0.125,96.60560000000001
adgio1o2o3,Iota,0.07462056,Freyja: NWRB,Freyja,NWRB,0.0625,119.39289600000001
agio3o4o5,Iota,0.184012,Freyja: NWRB,Freyja,NWRB,0.1875,98.13973333333334
i,Iota,0.97997977,Freyja: NWRB,Freyja,NWRB,1.0,97.997977
i-2,Iota,0.98131987,Freyja: NWRB,Freyja,NWRB,1.0,98.131987
0adgio1,Iota,0.19117,Freyja: PWRB,Freyja,PWRB,0.125,152.936
0adgio1-2,Iota,0.19207,Freyja: PWRB,Freyja,PWRB,0.14285714285714288,134.44899999999998
0adgio1o2o3o4o5,Iota,0.08408232,Freyja: PWRB,Freyja,PWRB,0.06666666666666667,126.12348
0agio1o2,Iota,0.180153,Freyja: PWRB,Freyja,PWRB,0.125,144.1224
0aio1o2o3o4o5,Iota,0.14983148,Freyja: PWRB,Freyja,PWRB,0.125,119.86518399999999
adgio1o2o3,Iota,0.098949,Freyja: PWRB,Freyja,PWRB,0.0625,158.3184
agio3o4o5,Iota,0.24244712,Freyja: PWRB,Freyja,PWRB,0.1875,129.30513066666666
i,Iota,0.97974333,Freyja: PWRB,Freyja,PWRB,1.0,97.974333
